FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.13935401,13935401,POINT (16.303371411815142 48.18778137011004),Hietzing,Hietzing,"56A,56B,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Hietzing&start=1,
OEFFHALTESTOGD.13935402,13935402,POINT (16.303973211911533 48.18840416984074),Hietzing U (Nisselgasse),Hietzing U (Nisselgasse),"51A,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Hietzing&start=1,
OEFFHALTESTOGD.13935403,13935403,POINT (16.303973211911533 48.18840416984074),Hietzing U (Nisselgasse),Hietzing U (Nisselgasse),"51A,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Hietzing&start=1,
OEFFHALTESTOGD.13935404,13935404,POINT (16.298799012899902 48.18652966929809),Dommayergasse,Dommayergasse,"N54,N60",,12,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.13935405,13935405,POINT (16.298799012899902 48.18652966929809),Dommayergasse,Dommayergasse,"N54,N60",,13,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.13935406,13935406,POINT (16.329808812771248 48.19308136928395),Grenzgasse,Grenzgasse,"12A,N54",,12,https://anachb.vor.at?P=SQ&input=Wien%20Grenzgasse&start=1,
OEFFHALTESTOGD.13935407,13935407,POINT (16.329808812771248 48.19308136928395),Grenzgasse,Grenzgasse,"12A,N54",,13,https://anachb.vor.at?P=SQ&input=Wien%20Grenzgasse&start=1,
OEFFHALTESTOGD.13935408,13935408,POINT (16.322730112237863 48.190248769923485),Anschützgasse,Anschützgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.13935409,13935409,POINT (16.322730112237863 48.190248769923485),Anschützgasse,Anschützgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.13935057,13935057,POINT (16.389771312752607 48.27345997008425),Winkeläckerstraße,Winkeläckerstraße,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Winkeläckerstraße&start=1,
OEFFHALTESTOGD.13935058,13935058,POINT (16.388181312412286 48.27724456998514),Autokaderstraße,Autokaderstraße,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.13935059,13935059,POINT (16.388181312412286 48.27724456998514),Autokaderstraße,Autokaderstraße,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.13935060,13935060,POINT (16.436968813089866 48.24016416939504),Bernoullistraße,Bernoullistraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Bernoullistraße&start=1,
OEFFHALTESTOGD.13935061,13935061,POINT (16.436968813089866 48.24016416939504),Bernoullistraße,Bernoullistraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Bernoullistraße&start=1,
OEFFHALTESTOGD.13935062,13935062,POINT (16.40069491275083 48.25732016967547),Floridsdorf (Schloßhofer Straße),Floridsdorf (Schloßhofer Straße),"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.13935063,13935063,POINT (16.40069491275083 48.25732016967547),Floridsdorf (Schloßhofer Straße),Floridsdorf (Schloßhofer Straße),"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.13935064,13935064,POINT (16.401018212713815 48.257074969501396),Floridsdorf (Schloßhofer Straße),Floridsdorf (Schloßhofer Straße),"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.13935065,13935065,POINT (16.401018212713815 48.257074969501396),Floridsdorf (Schloßhofer Straße),Floridsdorf (Schloßhofer Straße),"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.13935066,13935066,POINT (16.504989313306574 48.21540706924916),Flugfeldstraße,Flugfeldstraße,"26A,550,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Flugfeldstraße&start=1,
OEFFHALTESTOGD.13935067,13935067,POINT (16.504989313306574 48.21540706924916),Flugfeldstraße,Flugfeldstraße,"26A,550,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Flugfeldstraße&start=1,
OEFFHALTESTOGD.13935068,13935068,POINT (16.50473771257964 48.2156944694531),Flugfeldstraße,Flugfeldstraße,"26A,550,552,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Flugfeldstraße&start=1,
OEFFHALTESTOGD.13935069,13935069,POINT (16.50473771257964 48.2156944694531),Flugfeldstraße,Flugfeldstraße,"26A,550,552,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Flugfeldstraße&start=1,
OEFFHALTESTOGD.13935070,13935070,POINT (16.44270011257746 48.250130670145616),Kagraner Platz (Donaufelder Straße),Kagraner Platz (Donaufelder Straße),"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.13935071,13935071,POINT (16.44270011257746 48.250130670145616),Kagraner Platz (Donaufelder Straße),Kagraner Platz (Donaufelder Straße),"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.13935072,13935072,POINT (16.44291571281963 48.250052969809964),Kagraner Platz (Donaufelder Straße),Kagraner Platz (Donaufelder Straße),"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.13935073,13935073,POINT (16.44291571281963 48.250052969809964),Kagraner Platz (Donaufelder Straße),Kagraner Platz (Donaufelder Straße),"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kagraner%20Platz&start=1,
OEFFHALTESTOGD.13935074,13935074,POINT (16.43086031278177 48.2512851697157),Josef-Baumann-Gasse (Donaufelder Straße),Josef-Baumann-Gasse (Donaufelder Straße),"26,27,27A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Baumann-Gasse&start=1,
OEFFHALTESTOGD.13935075,13935075,POINT (16.43086031278177 48.2512851697157),Josef-Baumann-Gasse (Donaufelder Straße),Josef-Baumann-Gasse (Donaufelder Straße),"26,27,27A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Baumann-Gasse&start=1,
OEFFHALTESTOGD.13935076,13935076,POINT (16.429638612486933 48.251410769830684),Josef-Baumann-Gasse (Donaufelder Straße),Josef-Baumann-Gasse (Donaufelder Straße),"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Baumann-Gasse&start=1,
OEFFHALTESTOGD.13935077,13935077,POINT (16.429638612486933 48.251410769830684),Josef-Baumann-Gasse (Donaufelder Straße),Josef-Baumann-Gasse (Donaufelder Straße),"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Baumann-Gasse&start=1,
OEFFHALTESTOGD.13935078,13935078,POINT (16.4336900132347 48.243358969428236),Kagran (Ostseite),Kagran (Ostseite),"25,26A,27B,93A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kagran&start=1,
OEFFHALTESTOGD.13935079,13935079,POINT (16.4336900132347 48.243358969428236),Kagran (Ostseite),Kagran (Ostseite),"25,26A,27B,93A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kagran&start=1,
OEFFHALTESTOGD.13935080,13935080,POINT (16.43337561302177 48.24353246930632),Kagran (Westseite),Kagran (Westseite),"26A,27B,93A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kagran&start=1,
OEFFHALTESTOGD.13935081,13935081,POINT (16.43337561302177 48.24353246930632),Kagran (Westseite),Kagran (Westseite),"26A,27B,93A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kagran&start=1,
OEFFHALTESTOGD.13935082,13935082,POINT (16.41457381314831 48.253294969868534),Fultonstraße,Fultonstraße,"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Fultonstraße&start=1,
OEFFHALTESTOGD.13935083,13935083,POINT (16.41457381314831 48.253294969868534),Fultonstraße,Fultonstraße,"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Fultonstraße&start=1,
OEFFHALTESTOGD.13935084,13935084,POINT (16.414960113172082 48.25318726992567),Fultonstraße,Fultonstraße,"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Fultonstraße&start=1,
OEFFHALTESTOGD.13935085,13935085,POINT (16.414960113172082 48.25318726992567),Fultonstraße,Fultonstraße,"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Fultonstraße&start=1,
OEFFHALTESTOGD.13935086,13935086,POINT (16.420727312538062 48.253139369594194),Carminweg,Carminweg,"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.13935087,13935087,POINT (16.420727312538062 48.253139369594194),Carminweg,Carminweg,"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.13935088,13935088,POINT (16.421356112783233 48.2531752699697),Carminweg,Carminweg,"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.13935089,13935089,POINT (16.421356112783233 48.2531752699697),Carminweg,Carminweg,"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.13935090,13935090,POINT (16.44404761298477 48.23342107013181),Donaustadtstraße,Donaustadtstraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtstraße&start=1,
OEFFHALTESTOGD.13935091,13935091,POINT (16.44404761298477 48.23342107013181),Donaustadtstraße,Donaustadtstraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtstraße&start=1,
OEFFHALTESTOGD.13935092,13935092,POINT (16.44499081214155 48.23336126936889),Donaustadtstraße,Donaustadtstraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtstraße&start=1,
OEFFHALTESTOGD.13935093,13935093,POINT (16.44499081214155 48.23336126936889),Donaustadtstraße,Donaustadtstraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtstraße&start=1,
OEFFHALTESTOGD.13935094,13935094,POINT (16.434848812567157 48.24134877008701),Siebeckstraße,Siebeckstraße,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Siebeckstraße&start=1,
OEFFHALTESTOGD.13935095,13935095,POINT (16.434848812567157 48.24134877008701),Siebeckstraße,Siebeckstraße,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Siebeckstraße&start=1,
OEFFHALTESTOGD.13935096,13935096,POINT (16.434408613321573 48.24228806991724),Siebeckstraße,Siebeckstraße,"26A,93A,N20,N25",,10,https://anachb.vor.at?P=SQ&input=Wien%20Siebeckstraße&start=1,
OEFFHALTESTOGD.13935097,13935097,POINT (16.434408613321573 48.24228806991724),Siebeckstraße,Siebeckstraße,"26A,93A,N20,N25",,11,https://anachb.vor.at?P=SQ&input=Wien%20Siebeckstraße&start=1,
OEFFHALTESTOGD.13935098,13935098,POINT (16.397344112700523 48.258402769330964),Am Spitz,Am Spitz,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Spitz&start=1,
OEFFHALTESTOGD.13935099,13935099,POINT (16.397344112700523 48.258402769330964),Am Spitz,Am Spitz,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Spitz&start=1,
OEFFHALTESTOGD.13935100,13935100,POINT (16.39731721196883 48.258175469402),Am Spitz,Am Spitz,"34A,850,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Spitz&start=1,
OEFFHALTESTOGD.13935101,13935101,POINT (16.39731721196883 48.258175469402),Am Spitz,Am Spitz,"34A,850,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Spitz&start=1,
OEFFHALTESTOGD.13935102,13935102,POINT (16.391900312944266 48.26904736996754),Hopfengasse,Hopfengasse,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.13935103,13935103,POINT (16.391900312944266 48.26904736996754),Hopfengasse,Hopfengasse,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.13935104,13935104,POINT (16.392044112447575 48.26854507007342),Hopfengasse,Hopfengasse,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.13935105,13935105,POINT (16.392044112447575 48.26854507007342),Hopfengasse,Hopfengasse,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hopfengasse&start=1,
OEFFHALTESTOGD.13935106,13935106,POINT (16.40728851275224 48.25509526929423),Hoßplatz,Hoßplatz,"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.13935107,13935107,POINT (16.40728851275224 48.25509526929423),Hoßplatz,Hoßplatz,"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.13935108,13935108,POINT (16.407845413076995 48.25494576928147),Hoßplatz,Hoßplatz,"25,26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.13935109,13935109,POINT (16.407845413076995 48.25494576928147),Hoßplatz,Hoßplatz,"25,26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hoßplatz&start=1,
OEFFHALTESTOGD.13935110,13935110,POINT (16.38667221244912 48.29141767008585),"Strebersdorf, Edmund-Hawranek-Platz","Strebersdorf, Edmund-Hawranek-Platz",N20,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Strebersdorf,%20Edmund-Hawranek-Platz&start=1",
OEFFHALTESTOGD.13935111,13935111,POINT (16.38667221244912 48.29141767008585),"Strebersdorf, Edmund-Hawranek-Platz","Strebersdorf, Edmund-Hawranek-Platz",N20,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Strebersdorf,%20Edmund-Hawranek-Platz&start=1",
OEFFHALTESTOGD.13935112,13935112,POINT (16.53969121225879 48.20863677003738),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","26A,88A,N20",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.13935113,13935113,POINT (16.53969121225879 48.20863677003738),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","26A,88A,N20",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.13935114,13935114,POINT (16.54064341262556 48.20811596961155),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","88A,N20",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.13935115,13935115,POINT (16.54064341262556 48.20811596961155),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","88A,N20",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.13935116,13935116,POINT (16.43961891294491 48.23792656975796),Häußlergasse,Häußlergasse,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Häußlergasse&start=1,
OEFFHALTESTOGD.13935117,13935117,POINT (16.43961891294491 48.23792656975796),Häußlergasse,Häußlergasse,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Häußlergasse&start=1,
OEFFHALTESTOGD.13935118,13935118,POINT (16.439609912450454 48.238524869448646),Häußlergasse,Häußlergasse,"26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Häußlergasse&start=1,
OEFFHALTESTOGD.13935119,13935119,POINT (16.439609912450454 48.238524869448646),Häußlergasse,Häußlergasse,"26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Häußlergasse&start=1,
OEFFHALTESTOGD.13935120,13935120,POINT (16.48315121302272 48.21708907006914),Asperner Heldenplatz,Asperner Heldenplatz,"92A,97A,N20,N91",,10,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.13935121,13935121,POINT (16.48315121302272 48.21708907006914),Asperner Heldenplatz,Asperner Heldenplatz,"92A,97A,N20,N91",,11,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.13935122,13935122,POINT (16.536313512299294 48.20977416982019),Englisch-Feld-Gasse,Englisch-Feld-Gasse,"26A,88A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.13935123,13935123,POINT (16.536385412329828 48.20987596929704),Englisch-Feld-Gasse,Englisch-Feld-Gasse,"26A,88A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.13935124,13935124,POINT (16.45306661211969 48.22969316927032),Erzherzog-Karl-Straße (Unterführung),Erzherzog-Karl-Straße (Unterführung),"25,26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.13935125,13935125,POINT (16.45306661211969 48.22969316927032),Erzherzog-Karl-Straße (Unterführung),Erzherzog-Karl-Straße (Unterführung),"25,26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.13935126,13935126,POINT (16.452994812802352 48.229621369610776),Erzherzog-Karl-Straße (Unterführung),Erzherzog-Karl-Straße (Unterführung),"25,26A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.13935127,13935127,POINT (16.452994812802352 48.229621369610776),Erzherzog-Karl-Straße (Unterführung),Erzherzog-Karl-Straße (Unterführung),"25,26A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.13935128,13935128,POINT (16.388073512443885 48.27721466986709),Autokaderstraße,Autokaderstraße,"26,27,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.13935129,13935129,POINT (16.388073512443885 48.27721466986709),Autokaderstraße,Autokaderstraße,"26,27,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Autokaderstraße&start=1,
OEFFHALTESTOGD.13935130,13935130,POINT (16.52642311275562 48.213976469740615),Eßling Schule (Eßlinger Hauptstraße),Eßling Schule (Eßlinger Hauptstraße),"26A,550,88A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Eßling%20Schule&start=1,
OEFFHALTESTOGD.13935131,13935131,POINT (16.52642311275562 48.213976469740615),Eßling Schule (Eßlinger Hauptstraße),Eßling Schule (Eßlinger Hauptstraße),"26A,550,88A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Eßling%20Schule&start=1,
OEFFHALTESTOGD.13935132,13935132,POINT (16.526611712241905 48.21407826999744),Eßling Schule (Eßlinger Hauptstraße),Eßling Schule (Eßlinger Hauptstraße),"26A,550,552,88A,88B,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Eßling%20Schule&start=1,
OEFFHALTESTOGD.13935133,13935133,POINT (16.526611712241905 48.21407826999744),Eßling Schule (Eßlinger Hauptstraße),Eßling Schule (Eßlinger Hauptstraße),"26A,550,552,88A,88B,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Eßling%20Schule&start=1,
OEFFHALTESTOGD.13935134,13935134,POINT (16.52626141254058 48.21459906955223),Eßling Schule (Fatty-George-Gasse),Eßling Schule (Fatty-George-Gasse),"26A,98A,99A,99B,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Eßling%20Schule&start=1,
OEFFHALTESTOGD.13935135,13935135,POINT (16.52626141254058 48.21459906955223),Eßling Schule (Fatty-George-Gasse),Eßling Schule (Fatty-George-Gasse),"26A,98A,99A,99B,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Eßling%20Schule&start=1,
OEFFHALTESTOGD.13935136,13935136,POINT (16.458896712918367 48.2213206700682),Hardeggasse (Langobardenstraße),Hardeggasse (Langobardenstraße),"95A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hardeggasse&start=1,
OEFFHALTESTOGD.13935137,13935137,POINT (16.458896712918367 48.2213206700682),Hardeggasse (Langobardenstraße),Hardeggasse (Langobardenstraße),"95A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hardeggasse&start=1,
OEFFHALTESTOGD.13935138,13935138,POINT (16.45924701302273 48.22125486995804),Hardeggasse (Langobardenstraße),Hardeggasse (Langobardenstraße),"95A,N20",,10,https://anachb.vor.at?P=SQ&input=Wien%20Hardeggasse&start=1,
OEFFHALTESTOGD.13935139,13935139,POINT (16.45924701302273 48.22125486995804),Hardeggasse (Langobardenstraße),Hardeggasse (Langobardenstraße),"95A,N20",,11,https://anachb.vor.at?P=SQ&input=Wien%20Hardeggasse&start=1,
OEFFHALTESTOGD.13935140,13935140,POINT (16.508465712272468 48.22537246927168),Seestadt,Seestadt,"84A,88A,88B,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Seestadt&start=1,
OEFFHALTESTOGD.13935141,13935141,POINT (16.508465712272468 48.22537246927168),Seestadt,Seestadt,"84A,88A,88B,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Seestadt&start=1,
OEFFHALTESTOGD.13935142,13935142,POINT (16.50814231257961 48.225073169821826),Seestadt,Seestadt,"84A,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Seestadt&start=1,
OEFFHALTESTOGD.13935143,13935143,POINT (16.50814231257961 48.225073169821826),Seestadt,Seestadt,"84A,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Seestadt&start=1,
OEFFHALTESTOGD.13935144,13935144,POINT (16.48162411237354 48.21946526965616),Aspernstraße/Oberdorfstraße,Aspernstraße/Oberdorfstraße,"26A,97A,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Aspernstraße/Oberdorfstraße&start=1,
OEFFHALTESTOGD.13935145,13935145,POINT (16.4815342123378 48.220285269541264),Aspernstraße/Oberdorfstraße,Aspernstraße/Oberdorfstraße,"97A,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Aspernstraße/Oberdorfstraße&start=1,
OEFFHALTESTOGD.13935146,13935146,POINT (16.48463341306006 48.22709597012827),Mittleres Hausfeld,Mittleres Hausfeld,"84A,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.13935147,13935147,POINT (16.484444812494285 48.22715577008835),Mittleres Hausfeld,Mittleres Hausfeld,"84A,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.13935148,13935148,POINT (16.504908413043427 48.23383996931833),Aspern Nord (Nelson-Mandela-Platz),Aspern Nord (Nelson-Mandela-Platz),"84A,N84",,13,https://anachb.vor.at?P=SQ&input=Wien%20Aspern%20Nord&start=1,
